pid,uri,title,longitude,latitude,without_zotero
226737,https://pleiades.stoa.org/places/226737,Razvilka,34.148633,44.917547,"226737:>>Zubar' 1994, 115 (no. 4)"
226740,https://pleiades.stoa.org/places/226740,Romanovka,35.052247,45.122499,"226740:>>Koshelenko 1984, 75 (no. 272)"
226742,https://pleiades.stoa.org/places/226742,Rybakovka,31.336576,46.651979,"226742:>>Waşowicz 1975, 151 (no. 72)"
226743,https://pleiades.stoa.org/places/226743,Rybal'chye 1,32.234471,46.474002,"226743:>>Kryzhitskiy 1989, 98 (no. 146)"
226744,https://pleiades.stoa.org/places/226744,Rybal'chye 2,32.234799,46.473887,"226744:>>Kryzhitskiy 1989, 98 (no. 147)"
226746,https://pleiades.stoa.org/places/226746,Sabulkovskoye,33.70459,47.087258,"226746:>>Pogrebova 1957, 104 (no. 6)"
226747,https://pleiades.stoa.org/places/226747,Sagaris/Rhode (river),31.481745423939696,47.06873770623594,226747:loc:osm-location-of-berezan:https://www.openstreetmap.org/browse/relation/8128932>Relation 8128932>osm:relation=8128932
226748,https://pleiades.stoa.org/places/226748,Salsovia,29.080318499999997,45.0766915,"226748:http://www.cambridge.org/us/talbert/talbertdatabase/TPPlace1954.html>>TP 7A4 (Talbert 1954)|226748:http://www.trismegistos.org/place/30020>>TM GEO ID 30020|226748:http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0006%3Aalphabetic+letter%3DS%3Aentry+group%3D3%3Aentry%3Dsalsovia>>PECS (Perseus), SALSOVIA (Mahmudia) Dobrudja, Romania|226748:loc:dare-location:http://francia.ahlfeldt.se/imperium.php>>Johan Åhlfeldt, Digital Atlas of the Roman Empire, 2012."
226749,https://pleiades.stoa.org/places/226749,Sangarius Sinus,31.5,46.5,"226749:>>Pliny, NH 4.82"
226751,https://pleiades.stoa.org/places/226751,Sardi,32.39593786530464,46.40816990650309,"226751:>>Pliny, NH 4.83"
226753,https://pleiades.stoa.org/places/226753,Sarmatica,29.5,45.5,"226753:>>Pliny, NH 4.79|226753:>>TIR Romula 47"
226759,https://pleiades.stoa.org/places/226759,Semenovka,30.120825,46.278906,"226759:>>Sekerskaya 1989, 4 (no. 49)"
226760,https://pleiades.stoa.org/places/226760,Shabo,30.386864,46.12993,"226760:>>Sekerskaya 1989, 4 (no. 42)|226760:>>Kacharava 1991, 72"
226763,https://pleiades.stoa.org/places/226763,Skel'ki,35.121783,47.44046,"226763:>>Gavrilyuk 1991, 52 (no. 9)"
226765,https://pleiades.stoa.org/places/226765,Sofiyevka,32.221912,46.596404,"226765:>>Kryzhitskiy 1989, 98 (nos. 144-45)"
226766,https://pleiades.stoa.org/places/226766,Solokha,34.282419201992845,47.42909408555585,226766:loc:osm-location-of-dddegd1-2dnddegnnd1-2d-d1-d:https://www.openstreetmap.org/browse/relation/5330062>Relation 5330062>osm:relation=5330062
226767,https://pleiades.stoa.org/places/226767,Stanislav,32.5,46.5,"226767:>>Waşowicz 1975, 139 (nos. 3-4)|226767:>>Kryzhitskiy 1989, 21 (nos. 105-106)"
226768,https://pleiades.stoa.org/places/226768,Staroshvedskoye,33.588687,46.937255,"226768:>>Pogrebova 1957, 104 (no. 9)"
226770,https://pleiades.stoa.org/places/226770,Symbolon Limen,33.598749,44.5019525,"226770:loc:dare-location:http://francia.ahlfeldt.se/imperium.php>>Johan Åhlfeldt, Digital Atlas of the Roman Empire, 2012."
226772,https://pleiades.stoa.org/places/226772,Ta Antiphilou,29.72392,45.821653,"226772:>>Kacharava 1991, 22"
226773,https://pleiades.stoa.org/places/226773,Tagroi,29.544317728485154,46.64589342717022,226773:>>Ptol. 3.5.11
226774,https://pleiades.stoa.org/places/226774,Talayevskiy,34.108329,45.061614,"226774:>>Melyukova 1989, 65, 95"
226778,https://pleiades.stoa.org/places/226778,Taurike Chersonesos,35.819354,45.398822,226778:name:name.2017-07-11.6088620620:http://www.geonames.org/703884/crimea.html>>GeoNames 703884 (Crimea)|226778:name:krym:http://www.geonames.org/703884/crimea.html>>|226778:name:name.2017-07-11.9929230768:http://www.geonames.org/703883/republic-of-crimea.html>>|226778:name:tauricus:http://latin.packhum.org/loc/978/1/302/56-62>>Plin. HN (Mayhoff: PHI) 4.85.1
226779,https://pleiades.stoa.org/places/226779,Tauroi,34.32665061654282,44.73339399519486,226779:>>RE Tauroi § Skythotauroi 1
226780,https://pleiades.stoa.org/places/226780,Tauroskythai,33.66698157893585,44.92766381894666,226780:>>Ptol. 3.5.11|226780:>>Procop. Aed. 3.7.10
226786,https://pleiades.stoa.org/places/226786,Tolstaya Mogila,34.071048,47.657416,"226786:>>Melyukova 1989, 54-59, 103-21"
226790,https://pleiades.stoa.org/places/226790,Topchikoy,33.766689,44.749951,"226790:>>Zubar' 1994, 115 (nos. 17-18)"
226792,https://pleiades.stoa.org/places/226792,Torekkadai,34.405298212458504,45.854941555162945,226792:>>Ptol. 3.5.11
226798,https://pleiades.stoa.org/places/226798,Tsymbalka,34.736891,47.377193,"226798:>>Melyukova 1989, 52"
226799,https://pleiades.stoa.org/places/226799,Tyras (river),27.054706516612196,48.188066868515925,"226799:>>Corcella 1993, 274|226799:http://www.encquran.brill.nl/entries/brill-s-new-pauly/tyras-e1223790>>New Pauly, Tyras|226799:loc:osm-location-of-dniester-river-course:https://www.openstreetmap.org/browse/relation/2474595>Relation 2474595>osm:relation=2474595"
226800,https://pleiades.stoa.org/places/226800,Tyras/Ophioussa,30.350134,46.2007555,"226800:>>Ps. Skyl. 68|226800:>>Steph. Byz. and Anon. Peripl. 88.62|226800:loc:dare-location:http://francia.ahlfeldt.se/imperium.php>>Johan Åhlfeldt, Digital Atlas of the Roman Empire, 2012.|226800:name:akkerman:>>Kołodziejczyk, Dariusz. Ottoman-Polish Diplomatic Relations (15th-18th Century). Leiden: Brill, 2000."
226801,https://pleiades.stoa.org/places/226801,Tyregetai,30.169549473982585,46.224274421159954,"226801:>>RE Suppl. 9 Pontos Euxeinos, cols. 1026"
226803,https://pleiades.stoa.org/places/226803,Ust'-Al'minskoye,33.5886741852794,44.84377773502894,"226803:>>Kacharava 1991, 82-83|226803:>>Kazanski 1991, 493 (no. 10)|226803:>>Vysotskaya 1994|226803:>>Zubar' 1994, 115 (no. 11)|226803:loc:raskop-ust-alminskogho-ghorodishcha:https://www.openstreetmap.org/browse/way/254109894>Way 254109894>osm:way=254109894"
226821,https://pleiades.stoa.org/places/226821,Vodyanoye,34.845495,47.411425,"226821:>>Gavrilyuk 1991, 52 (no. 15)"
226822,https://pleiades.stoa.org/places/226822,Vysshetarasovka,34.871121,47.571312,"226822:>>Gavrilyuk 1991, 52 (no. 8)"
226824,https://pleiades.stoa.org/places/226824,Yagorlytskoye,32.030171,46.435281,"226824:>>Kryzhitskiy 1989, 21 (no. 107)|226824:>>Kacharava 1991, 203-205"
226826,https://pleiades.stoa.org/places/226826,Zatoka,30.487297,46.096863,"226826:>>Sekerskaya 1989, 4 (no. 3)|226826:>>Kacharava 1991, 167"
226827,https://pleiades.stoa.org/places/226827,Zheltyy Yar,29.943673,45.887027,"226827:>>Kacharava 1991, 146"
226828,https://pleiades.stoa.org/places/226828,Zhevakova,30.814623,46.592463,"226828:>>Kacharava 1991, 60-61"
226829,https://pleiades.stoa.org/places/226829,Zmiyevka,33.578871,46.867107,"226829:>>Gavrilyuk 1991, 52 (no. 10)"
226830,https://pleiades.stoa.org/places/226830,Znamenskoye,34.358401,47.437954,"226830:>>Pogrebova 1957, 104 (no. 2)"
226831,https://pleiades.stoa.org/places/226831,Zolotobalkovskoye,33.964593,47.378566,"226831:>>Pogrebova 1957, 104 (no. 3)"
226832,https://pleiades.stoa.org/places/226832,Zolotoy Kurgan,33.912952,45.063386,"226832:>>Melyukova 1989, 50, 64-65"
228012,https://pleiades.stoa.org/places/228012,Untitled,33.5,46.5,"228012:>>Pliny, NH 4.84"
228767,https://pleiades.stoa.org/places/228767,Untitled,31.5,46.5,"228767:>>Waşowicz 1975, 150-51 (nos. 70-71)|228767:>>Kryzhitskiy 1989, 21 (no. 1), 98 (no. 1)"
228768,https://pleiades.stoa.org/places/228768,Untitled,31.5,46.5,"228768:>>Kryzhitskiy 1989, 21 (no. 2), 98 (no. 2)"
228769,https://pleiades.stoa.org/places/228769,Untitled,31.5,46.5,"228769:>>Kryzhitskiy 1989, 21 (nos. 3-4)"
228770,https://pleiades.stoa.org/places/228770,Untitled,31.5,46.5,"228770:>>Waşowicz 1975, 150 (no. 68)|228770:>>Kryzhitskiy 1989, 21 (no. 5)"
228771,https://pleiades.stoa.org/places/228771,Untitled,31.5,46.5,"228771:>>Kryzhitskiy 1989, 157 (no. 3)"
228772,https://pleiades.stoa.org/places/228772,Untitled,31.5,46.5,"228772:>>Kryzhitskiy 1989, 157 (no. 6)"
228773,https://pleiades.stoa.org/places/228773,Untitled,31.5,46.5,"228773:>>Kryzhitskiy 1989, 157 (no. 7)"
228775,https://pleiades.stoa.org/places/228775,Untitled,31.5,46.5,"228775:>>Kryzhitskiy 1989, 21 (no. 6), 157 (no. 8)|228775:>>Waşowicz 1975, 150 (no. 62)"
228776,https://pleiades.stoa.org/places/228776,Untitled,31.5,46.5,"228776:>>Kryzhitskiy 1989, 21 (no. 7)"
228777,https://pleiades.stoa.org/places/228777,Untitled,31.5,46.5,"228777:>>Kryzhitskiy 1989, 21 (no. 8), 98 (nos. 3-6), 157 (nos. 10-12)"
228779,https://pleiades.stoa.org/places/228779,Untitled,31.5,46.5,"228779:>>Kryzhitskiy 1989, 157 (nos. 13-14)"
228781,https://pleiades.stoa.org/places/228781,Untitled,31.5,46.5,"228781:>>Kryzhitskiy 1989, 157 (no. 20)"
228782,https://pleiades.stoa.org/places/228782,Untitled,31.5,46.5,"228782:>>Kryzhitskiy 1989, 157 (nos. 17-19)"
228783,https://pleiades.stoa.org/places/228783,Untitled,31.5,46.5,"228783:>>Kryzhitskiy 1989, 157 (no. 21)"
228784,https://pleiades.stoa.org/places/228784,Untitled,31.5,46.5,"228784:>>Kryzhitskiy 1989, 157 (nos. 22-23)"
228785,https://pleiades.stoa.org/places/228785,Untitled,31.5,46.5,"228785:>>Kryzhitskiy 1989, 21 (no. 10), 98 (nos. 12-13), 157 (nos. 26-27)"
228786,https://pleiades.stoa.org/places/228786,Untitled,31.5,46.5,"228786:>>Waşowicz 1975, 149 (no. 60)|228786:>>Kryzhitskiy 1989, 21 (nos. 12-13), 157 (no. 28)"
228787,https://pleiades.stoa.org/places/228787,Untitled,31.5,46.5,"228787:>>Kryzhitskiy 1989, 21 (nos. 11, 14-15), 98 (nos. 18-21)|228787:>>Kacharava 1991, 59, 66"
228788,https://pleiades.stoa.org/places/228788,Untitled,31.5,46.5,"228788:>>Kryzhitskiy 1989, 21 (nos. 16-18), 98 (nos. 22-24)"
228789,https://pleiades.stoa.org/places/228789,Untitled,31.5,46.5,"228789:>>Waşowicz 1975, 149 (no. 57)|228789:>>Kryzhitskiy 1989, 21 (no. 19)|228789:>>Kacharava 1991, 12, 184-85"
228790,https://pleiades.stoa.org/places/228790,Untitled,31.5,46.5,"228790:>>Kryzhitskiy 1989, 157 (no. 29)"
228791,https://pleiades.stoa.org/places/228791,Untitled,31.5,46.5,"228791:>>Waşowicz 1975, 149 (no. 56)|228791:>>Kryzhitskiy 1989, 21 (nos. 20-21)|228791:>>Treister 1993, 537"
228792,https://pleiades.stoa.org/places/228792,Untitled,31.5,46.5,"228792:>>Kryzhitskiy 1989, 21 (no. 22)"
228793,https://pleiades.stoa.org/places/228793,Untitled,31.5,46.5,"228793:>>Waşowicz 1975, 148 (no. 55)|228793:>>Kryzhitskiy 1989, 21 (no. 23), 98 (no. 29)"
228794,https://pleiades.stoa.org/places/228794,Untitled,31.5,46.5,"228794:>>Kryzhitskiy 1989, 98 (nos. 30-33)"
228795,https://pleiades.stoa.org/places/228795,Untitled,31.5,46.5,"228795:>>Waşowicz 1975, 150 (no. 64)|228795:>>Kryzhitskiy 1989, 21 (no. 24)"
228798,https://pleiades.stoa.org/places/228798,Untitled,31.5,46.5,"228798:>>Kryzhitskiy 1989, 98 (no. 36)"
228799,https://pleiades.stoa.org/places/228799,Untitled,31.5,46.5,"228799:>>Kryzhitskiy 1989, 98 (no. 44-45)"
228800,https://pleiades.stoa.org/places/228800,Untitled,31.5,46.5,"228800:>>Waşowicz 1975, 146-47 (nos. 45-48)|228800:>>Kryzhitskiy 1989, 21 (no. 38),157 (no. 36)"
228801,https://pleiades.stoa.org/places/228801,Untitled,31.5,46.5,"228801:>>Waşowicz 1975, 146 (no. 43)|228801:>>Kryzhitskiy 1989, 21 (no. 39), 98 (nos. 49-50)"
228802,https://pleiades.stoa.org/places/228802,Untitled,31.5,46.5,"228802:>>Waşowicz 1975, 146 (no. 42)|228802:>>Kryzhitskiy 1989, 157 (no. 37)"
228803,https://pleiades.stoa.org/places/228803,Untitled,31.5,46.5,"228803:>>Waşowicz 1975, 145 (no. 41)|228803:>>Rusyayeva 1986"
228804,https://pleiades.stoa.org/places/228804,Untitled,31.5,46.5,"228804:>>Kryzhitskiy 1989, 98 (no. 53)"
228805,https://pleiades.stoa.org/places/228805,Untitled,31.5,46.5,"228805:>>Waşowicz 1975, 145 (no. 38)|228805:>>Kryzhitskiy 1989, 98 (nos. 54-67)"
228806,https://pleiades.stoa.org/places/228806,Untitled,31.5,46.5,"228806:>>Waşowicz 1975, 144-45 (no. 37)|228806:>>Kryzhitskiy 1989, 21 (nos. 41-46), 98 (nos. 68-77), 157 (nos. 40-41)"
228807,https://pleiades.stoa.org/places/228807,Untitled,31.5,46.5,"228807:>>Waşowicz 1975, 144 (no. 36)|228807:>>Kryzhitskiy 1989, 21 (nos. 47-50), 98 (nos. 78-80), 157 (no. 42)"
228811,https://pleiades.stoa.org/places/228811,Untitled,31.5,46.5,"228811:>>Waşowicz 1975, 143 (no. 28)|228811:>>Kryzhitskiy 1989, 21 (no. 82), 98 (no. 92)"
228813,https://pleiades.stoa.org/places/228813,Untitled,31.5,46.5,"228813:>>Kryzhitskiy 1989, 98 (no. 97)"
228814,https://pleiades.stoa.org/places/228814,Untitled,31.5,46.5,"228814:>>Kryzhitskiy 1989, 21 (no. 87), 98 (no. 101)"
228816,https://pleiades.stoa.org/places/228816,Untitled,32.5,46.5,"228816:>>Kryzhitskiy 1989, 21 (no. 93), 98 (no. 108)"
228817,https://pleiades.stoa.org/places/228817,Untitled,32.5,46.5,"228817:>>Waşowicz 1975, 142 (no. 21)|228817:>>Kryzhitskiy 1989, 21 (no. 94), 98 (no. 109)"
228818,https://pleiades.stoa.org/places/228818,Untitled,32.5,46.5,"228818:>>Waşowicz 1975, 142 (no. 20)|228818:>>Kryzhitskiy 1989, 98 (nos. 110-15)"
228819,https://pleiades.stoa.org/places/228819,Untitled,31.5,46.5,"228819:>>Kryzhitskiy 1989, 98 (nos. 116-17)"
228820,https://pleiades.stoa.org/places/228820,Untitled,31.5,46.5,"228820:>>Waşowicz 1975, 141 (no. 18)|228820:>>Kryzhitskiy 1989, 157 (no. 52)"
228821,https://pleiades.stoa.org/places/228821,Untitled,31.5,46.5,"228821:>>Kryzhitskiy 1989, 98 (no. 118)"
228822,https://pleiades.stoa.org/places/228822,Untitled,31.5,46.5,"228822:>>Waşowicz 1975, 141 (no. 17)|228822:>>Kryzhitskiy 1989, 21 (nos. 95-98), 98 (nos. 119-23)"
228823,https://pleiades.stoa.org/places/228823,Untitled,31.5,46.5,"228823:>>Waşowicz 1975, 141 (nos. 13-14)|228823:>>Vinogradov 1986|228823:>>Kryzhitskiy 1989, 21 (nos. 99-100)"
228824,https://pleiades.stoa.org/places/228824,Untitled,31.5,46.5,"228824:>>Waşowicz 1975, 141 (no. 12)|228824:>>Kryzhitskiy 1989, 21 (no. 101), 98 (no. 127)"
228826,https://pleiades.stoa.org/places/228826,Untitled,31.5,46.5,"228826:>>Kryzhitskiy 1989, 98 (no. 129)"
228827,https://pleiades.stoa.org/places/228827,Untitled,32.5,46.5,"228827:>>Waşowicz 1975, 140 (no. 9)|228827:>>Kryzhitskiy 1989, 21 (no. 102)"
228829,https://pleiades.stoa.org/places/228829,Untitled,32.5,46.5,"228829:>>Kryzhitskiy 1989, 98 (no. 150)"
228830,https://pleiades.stoa.org/places/228830,Untitled,32.5,46.5,"228830:>>Kryzhitskiy 1989, 98 (no. 151)"
228831,https://pleiades.stoa.org/places/228831,Untitled,32.5,46.5,"228831:>>Kryzhitskiy 1989, 98 (no. 152)"
228832,https://pleiades.stoa.org/places/228832,Untitled,32.5,45.5,"228832:>>Saprykin 1986, 141 (no. 24)"
228833,https://pleiades.stoa.org/places/228833,Untitled,32.5,45.5,"228833:>>Saprykin 1986, 141 (no. 23)"
228834,https://pleiades.stoa.org/places/228834,Untitled,32.5,45.5,"228834:>>Saprykin 1986, 141 (no. 22)"
228835,https://pleiades.stoa.org/places/228835,Untitled,32.5,45.5,"228835:>>Saprykin 1986, 141 (no. 21)"
228836,https://pleiades.stoa.org/places/228836,Untitled,32.5,45.5,"228836:>>Saprykin 1986, 141 (no. 20)"
228837,https://pleiades.stoa.org/places/228837,Untitled,32.5,45.5,"228837:>>Saprykin 1986, 141 (no. 19)"
228838,https://pleiades.stoa.org/places/228838,Untitled,32.5,45.5,"228838:>>Saprykin 1986, 141 (no. 18)"
228839,https://pleiades.stoa.org/places/228839,Kul'chukskoye,32.86388218996597,45.366841778503336,228839:loc:grieko-skifskoie-ghorodishchie-kulchuk:https://www.openstreetmap.org/browse/way/385123735>Way 385123735>osm:way=385123735
228840,https://pleiades.stoa.org/places/228840,Untitled,32.5,45.5,"228840:>>Saprykin 1986, 141 (no. 15)|228840:>>Kacharava 1991, 129-30"
228841,https://pleiades.stoa.org/places/228841,Untitled,32.5,45.5,"228841:>>Saprykin 1986, 141 (no. 16)"
228842,https://pleiades.stoa.org/places/228842,Untitled,32.5,45.5,"228842:>>Saprykin 1986, 141 (no. 14)"
228843,https://pleiades.stoa.org/places/228843,Untitled,33.5,45.5,"228843:>>Saprykin 1986, 141 (no. 12)"
228844,https://pleiades.stoa.org/places/228844,Untitled,33.5,45.5,"228844:>>Saprykin 1986, 141 (no. 13)"
228845,https://pleiades.stoa.org/places/228845,Untitled,33.5,45.5,"228845:>>Saprykin 1986, 141 (no. 11)"
228846,https://pleiades.stoa.org/places/228846,Untitled,33.5,45.5,"228846:>>Koshelenko 1984, 73-75 (nos. 264-66)|228846:>>Saprykin 1986, 141 (no. 10)"
228847,https://pleiades.stoa.org/places/228847,Untitled,33.5,45.5,"228847:>>Saprykin 1986, 141 (no. 9)"
228848,https://pleiades.stoa.org/places/228848,Untitled,33.5,45.5,"228848:>>Saprykin 1986, 141 (no. 8)"
228849,https://pleiades.stoa.org/places/228849,Untitled,33.5,45.5,"228849:>>Popova 1996, 64-65"
228850,https://pleiades.stoa.org/places/228850,Untitled,33.5,45.5,"228850:>>Saprykin 1986, 141 (no. 7)"
228851,https://pleiades.stoa.org/places/228851,Chaika,33.29022945396213,45.164174368259005,228851:loc:grieko-skifskoie-ghorodishchie-chaika:http://www.openstreetmap.org/browse/way/134445498>Way 134445498>osm:way=134445498|228851:name:chaika:http://www.geonames.org/7033464/sanitoriy-chayka.html>>
228852,https://pleiades.stoa.org/places/228852,Untitled,33.5,45.5,"228852:>>Saprykin 1986, 141 (no. 4)"
228853,https://pleiades.stoa.org/places/228853,Untitled,33.5,45.5,"228853:>>Saprykin 1986, 141 (no. 5)|228853:>>Vnukov 1990|228853:>>Kacharava 1991, 93"
228854,https://pleiades.stoa.org/places/228854,Untitled,33.5,45.5,"228854:>>Saprykin 1986, 141 (no. 3)"
228855,https://pleiades.stoa.org/places/228855,Untitled,32.5,45.5,"228855:>>Saprykin 1986, 141 (no. 37)"
228856,https://pleiades.stoa.org/places/228856,Untitled,34.5,44.5,"228856:>>Zubar' 1994, 115 (no. 5)"
228857,https://pleiades.stoa.org/places/228857,Untitled,34.5,44.5,"228857:>>Zubar' 1994, 115 (no. 6)"
228858,https://pleiades.stoa.org/places/228858,Untitled,34.5,44.5,"228858:>>Zubar' 1994, 115 (no. 7)"
228859,https://pleiades.stoa.org/places/228859,Untitled,34.5,44.5,"228859:>>Zubar' 1994, 115 (no. 8)"
228861,https://pleiades.stoa.org/places/228861,Untitled,34.5,44.5,"228861:>>Zubar' 1994, 115 (no. 10)"
228862,https://pleiades.stoa.org/places/228862,Untitled,33.5,44.5,"228862:>>Zubar' 1994, 115 (no. 12)"
228863,https://pleiades.stoa.org/places/228863,Untitled,33.5,44.5,"228863:>>Zubar' 1994, 115 (no. 13)"
228864,https://pleiades.stoa.org/places/228864,Untitled,33.5,44.5,"228864:>>Kazanski 1991, 494|228864:>>Zubar' 1994, 115 (no. 14)"
228865,https://pleiades.stoa.org/places/228865,Untitled,34.5,44.5,"228865:>>Zubar' 1994, 115 (no. 15)"
228866,https://pleiades.stoa.org/places/228866,Untitled,33.5,44.5,"228866:>>Zubar' 1994, 115 (no. 16)"
228867,https://pleiades.stoa.org/places/228867,Untitled,33.5,44.5,"228867:>>Kazanski 1991, 493 (no. 12)"
228868,https://pleiades.stoa.org/places/228868,Mangup,33.80093,44.59281,"228868:>>Vinogradov 1994, 151-60|228868:>>Kazanski 1991, 493 (no. 8)|228868:loc:dare-location:http://francia.ahlfeldt.se/imperium.php>>Johan Åhlfeldt, Digital Atlas of the Roman Empire, 2012."
228869,https://pleiades.stoa.org/places/228869,Untitled,33.5,44.5,"228869:>>Kazanski 1991, 493 (no. 9)"
228870,https://pleiades.stoa.org/places/228870,Untitled,33.5,44.5,"228870:>>Vasiliev 1936, 51-52"
228871,https://pleiades.stoa.org/places/228871,Untitled,33.5,44.5,"228871:>>Nikolayenko 1988, 204-206"
228872,https://pleiades.stoa.org/places/228872,Untitled,33.5,44.5,"228872:>>Nikolayenko 1988, 204, 206"
228873,https://pleiades.stoa.org/places/228873,Untitled,35.5,45.5,"228873:>>Koshelenko 1984, 73-75 (no. 242)"
228874,https://pleiades.stoa.org/places/228874,Untitled,35.5,45.5,"228874:>>Koshelenko 1984, 73-75 (no. 243)"
228875,https://pleiades.stoa.org/places/228875,Untitled,35.5,45.5,"228875:>>Koshelenko 1984, 73 (no. 244)"
228876,https://pleiades.stoa.org/places/228876,Untitled,35.5,45.5,"228876:>>Koshelenko 1984, 73-75 (nos. 245-46)"
228878,https://pleiades.stoa.org/places/228878,Untitled,35.5,45.5,"228878:>>Koshelenko 1984, 73-75 (nos. 252-54)"
228879,https://pleiades.stoa.org/places/228879,Untitled,35.5,45.5,"228879:>>Koshelenko 1984, 73-75 (nos. 255-56)"
228880,https://pleiades.stoa.org/places/228880,Untitled,35.5,45.5,"228880:>>Koshelenko 1984, 73-75 (nos. 259-62)"
228881,https://pleiades.stoa.org/places/228881,Untitled,35.5,45.5,"228881:>>Koshelenko 1984, 73-75 (no. 268-70)"
229522,https://pleiades.stoa.org/places/229522,Achaion Limen,31.54900782726969,46.62571872360712,229522:loc:osm-location-of-ochakiv:https://www.openstreetmap.org/browse/relation/3132597>Relation 3132597>osm:relation=3132597
229524,https://pleiades.stoa.org/places/229524,Akra,,,229524:>>Ptol. 3.5.4
229526,https://pleiades.stoa.org/places/229526,Alsos Hekates Pr.,,,229526:>>Ptol. 3.5.2
229527,https://pleiades.stoa.org/places/229527,Amadoka,,,229527:>>Ptol. 3.5.14
229528,https://pleiades.stoa.org/places/229528,Arbinatai,,,"229528:>>Kryzhitskiy 1989, 84|229528:>>Kacharava 1991, 32-33"
229529,https://pleiades.stoa.org/places/229529,Argoda,,,"229529:>>Kacharava 1991, 33"
229530,https://pleiades.stoa.org/places/229530,Argos Orestikon/Argos Orestion,,,"229530:>>Kacharava 1991, 33"
229531,https://pleiades.stoa.org/places/229531,Assa,,,"229531:>>Kacharava 1991, 35"
229532,https://pleiades.stoa.org/places/229532,Assyrani,,,"229532:>>Pliny, NH 4.85"
229533,https://pleiades.stoa.org/places/229533,Azagarion,,,229533:>>Ptol. 3.5.14
229535,https://pleiades.stoa.org/places/229535,Bion,,,"229535:>>Kacharava 1991, 46"
229536,https://pleiades.stoa.org/places/229536,Boauleia,,,"229536:>>Kacharava 1991, 46"
229539,https://pleiades.stoa.org/places/229539,Chabon,,,"229539:>>Kacharava 1991, 299"
229540,https://pleiades.stoa.org/places/229540,Chalkis,,,"229540:>>Kacharava 1991, 300"
229541,https://pleiades.stoa.org/places/229541,Characeni,,,229541:http://latin.packhum.org/loc/978/1/302/243-260>>Plin. HN 4.85.4
229543,https://pleiades.stoa.org/places/229543,Dandake,,,"229543:>>Kacharava 1991, 82"
229546,https://pleiades.stoa.org/places/229546,Eraktion,,,229546:>>Ptol. 3.5.15
229547,https://pleiades.stoa.org/places/229547,Erkabon,,,"229547:>>Kacharava 1991, 328"
229548,https://pleiades.stoa.org/places/229548,Eupatoria,,,"229548:>>Kacharava 1991, 93-95"
229549,https://pleiades.stoa.org/places/229549,Exampaios,,,"229549:>>Corcella 1993, 274-75"
229551,https://pleiades.stoa.org/places/229551,Harpis,,,"229551:>>Kacharava 1991, 23|229551:>>65-66"
229553,https://pleiades.stoa.org/places/229553,Hybristes,,,"229553:>>RE Suppl. 9 Pontos Euxinos, cols. 925"
229555,https://pleiades.stoa.org/places/229555,Ialessos,,,"229555:>>Kacharava 1991, 98"
229557,https://pleiades.stoa.org/places/229557,Kankytos,,,"229557:>>Kacharava 1991, 120"
229558,https://pleiades.stoa.org/places/229558,Karrodounon,,,229558:>>Ptol. 3.5.15
229559,https://pleiades.stoa.org/places/229559,Kardesos,,,"229559:>>RE Suppl. 9 Pontos Euxinos, cols. 1041|229559:>>Kacharava 1991, 121"
229560,https://pleiades.stoa.org/places/229560,Klepidaua,,,229560:>>Ptol. 3.5.15
229563,https://pleiades.stoa.org/places/229563,Leianon,,,"229563:>>Kacharava 1991, 153"
229564,https://pleiades.stoa.org/places/229564,Leinon,,,229564:>>Ptol. 3.5.15
229566,https://pleiades.stoa.org/places/229566,Maitonion,,,229566:>>Ptol. 3.5.15
229567,https://pleiades.stoa.org/places/229567,Manthion Pedion,,,229567:>>Jones 1994
229570,https://pleiades.stoa.org/places/229570,Napis,,,"229570:>>Kacharava 1991, 164"
229571,https://pleiades.stoa.org/places/229571,Nauaron,,,"229571:>>Kacharava 1991, 163"
229572,https://pleiades.stoa.org/places/229572,Niosson,,,229572:>>Ptol. 3.5.15
229581,https://pleiades.stoa.org/places/229581,Pasyris,,,"229581:>>Kacharava 1991, 217"
229586,https://pleiades.stoa.org/places/229586,Saron,,,229586:>>Ptol. 3.5.14
229588,https://pleiades.stoa.org/places/229588,Serimon,,,229588:>>Ptol. 3.5.14
229591,https://pleiades.stoa.org/places/229591,Tabana,,,"229591:>>Kacharava 1991, 248"
229592,https://pleiades.stoa.org/places/229592,Tamasidaua,,,229592:>>Ptol. 3.10.8
229594,https://pleiades.stoa.org/places/229594,Tarona,,,"229594:>>Kacharava 1991, 255"
229595,https://pleiades.stoa.org/places/229595,Tazos,,,"229595:>>Kacharava 1991, 249"
229596,https://pleiades.stoa.org/places/229596,Teos,,,"229596:>>Kacharava 1991, 256"
229597,https://pleiades.stoa.org/places/229597,Torokka,,,"229597:>>Ptol. 3.5.13|229597:>>Kacharava 1991, 281"
229598,https://pleiades.stoa.org/places/229598,Trakana,,,"229598:>>Kacharava 1991, 281"
229601,https://pleiades.stoa.org/places/229601,Zargidaua,,,229601:>>Ptol. 3.10.8
236319,https://pleiades.stoa.org/places/236319,Ad Duos Pontes,-8.6448766,42.4349459,236319:loc:osm-location:http://www.openstreetmap.org/browse/node/2390386514>Node 2390386514>osm:node=2390386514
236320,https://pleiades.stoa.org/places/236320,Ad Lippos/Appos,-5.530274,40.561181,236320:>>TIR Caesaraugusta 41-42
